1107652,10,3,16,9,4,22,26,7,12,20,1,1,22,2,10,19,8,13,9,17,0,7,21,15,1,1,7,7,1,24,9,7,2,1,1,1,8,1,5,2,0,20,32,10,23,4,3,0,0,9,10,10,3,5,0,43,17,23,2,0,33,0,3,9,9,0,1,2,29,4,4,4,11,13,2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__
227788,1,23,2,1,3,0,0,5,14,0,0,0,11,63,0,0,1,0,0,0,17,8,0,2,0,0,0,12,3,1,4,0,199,1,22,16,0,10,5,0,4,12,1,0,4,47,0,1,0,0,4,0,10,0,17,0,0,2,1,0,0,0,0,0,1,4,0,1,0,0,0,16,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
258995,0,1,4,0,3,0,0,1,8,0,0,0,10,7,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,4,6,2,3,1,3,3,5,25,3,11,7,1,20,0,0,2,2,0,0,13,2,1,9,2,0,0,0,4,0,1,0,1,1,0,0,0,0,14,4,7,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
217100,2,0,0,2,20,35,61,1,0,0,12,7,2,0,2,37,36,0,0,0,28,11,1,5,0,2,0,0,0,2,11,0,0,0,6,5,0,1,0,0,0,0,22,8,9,0,2,1,0,0,0,0,12,0,0,0,7,5,1,0,1,1,15,3,8,0,0,1,3,2,44,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
204088,49,3,4,40,13,10,17,22,26,43,138,83,1,10,35,1,3,96,36,74,103,35,4,3,1,4,133,42,4,2,5,2,1,0,151,7,2,3,0,1,4,12,4,0,2,13,38,2,4,1,24,1,3,61,4,9,4,7,16,22,0,15,2,12,54,2,1,15,8,31,7,27,8,0,85,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
833816,1,0,33,0,1,0,0,3,0,0,0,0,0,3,0,1,2,7,0,0,0,0,0,1,0,23,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
274018,0,0,4,0,0,0,0,0,3,8,0,0,32,38,0,8,1,0,0,0,0,0,4,0,0,38,2,0,1,0,3,0,27,110,0,0,0,36,68,0,0,77,5,0,0,0,0,0,0,0,56,0,0,71,0,6,0,0,0,0,0,0,0,0,0,0,0,2,1,1,196,0,15,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
343264,0,22,53,0,27,14,1,16,9,0,2,11,2,4,9,0,0,0,1,0,54,22,0,3,0,3,3,18,10,0,4,0,31,11,23,0,1,3,24,0,47,0,2,2,0,0,5,7,1,3,6,18,20,12,95,9,8,1,1,0,0,0,0,0,1,4,0,0,3,5,2,1,33,0,13,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
199307,8,11,11,0,10,7,0,8,12,3,0,0,1,35,15,0,0,3,3,0,3,0,12,0,0,1,2,8,12,3,0,2,42,19,1,0,3,45,34,0,13,7,3,5,0,1,5,2,9,1,9,24,1,1,3,8,2,0,0,4,2,0,6,2,0,2,0,1,2,33,1,1,0,1,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
462764,0,5,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,0,0,0,0,0,0,1,5,0,0,0,1,3,4,1,0,0,0,5,0,0,2,7,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
408513,0,3,5,0,5,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,0,0,1,1,13,1,4,2,1,0,0,0,7,1,1,1,20,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
341252,0,0,2,0,4,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,2,2,0,0,0,2,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,11,0,0,0,0,0,2,0,2,0,25,0,0,18,0,0,125,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
169845,9,0,0,0,0,0,0,0,18,3,0,0,0,1,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,14,0,0,2,0,0,0,6,0,0,17,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
555945,0,0,0,1,0,1,1,0,0,18,17,6,0,0,1,0,0,0,2,0,12,4,2,2,0,0,0,0,0,2,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2,1,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,7,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
352612,25,2,7,1,61,4,2,18,21,1,12,3,1,4,12,5,3,2,2,0,13,4,2,2,7,21,2,1,3,2,0,2,16,7,5,1,4,9,104,4,16,47,0,1,28,1,1,12,3,9,1,7,27,5,6,101,6,8,4,0,5,0,3,20,0,6,26,7,3,7,1,3,60,1,4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
342504,10,0,1,2,0,7,0,2,1,3,0,4,2,21,7,5,9,2,13,3,0,23,3,6,0,1,2,4,5,1,1,43,3,3,0,0,5,5,0,3,1,2,11,2,10,0,3,1,0,9,41,10,0,0,4,16,6,0,0,6,1,4,3,27,1,1,17,65,0,5,0,29,5,2,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
348142,0,2,6,2,47,7,0,3,4,1,5,0,6,3,2,0,0,0,0,0,18,0,1,0,0,5,0,4,3,0,0,1,4,0,22,0,0,2,10,2,5,0,0,1,1,2,0,1,0,0,2,0,0,2,8,3,0,1,0,0,2,0,4,1,0,7,1,4,5,7,1,1,16,0,2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
659831,0,0,4,1,0,2,0,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,4,9,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,43,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,21,3,3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
637934,0,1,76,10,3,0,0,24,14,2,5,1,0,0,0,2,3,1,3,3,0,0,0,0,7,4,1,9,10,0,0,0,1,3,2,0,0,0,9,9,20,3,1,1,2,0,0,1,0,1,0,0,7,7,2,2,0,3,2,0,1,0,2,0,0,0,0,1,0,0,3,2,7,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
175646,39,12,100,31,138,54,108,153,31,12,125,40,26,70,57,29,127,34,21,36,401,184,53,37,12,25,50,18,5,170,26,100,60,2,1155,208,18,24,24,76,32,79,13,22,188,29,529,42,97,33,130,39,69,194,142,271,240,34,63,2,102,8,157,112,11,32,2,111,89,34,28,103,86,15,226,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
462727,0,0,13,0,0,14,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,121,1,0,67,0,1,0,1,12,1,0,1,0,0,0,5,1,0,0,0,41,14,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,65,0,2,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
268410,1,2,0,0,0,3,0,3,6,7,0,0,6,0,1,1,0,0,1,0,1,0,4,4,0,0,0,16,1,1,3,3,0,1,2,0,15,5,4,0,1,0,11,4,1,2,0,0,0,0,9,6,0,1,0,3,4,0,0,0,0,0,0,5,2,0,2,7,0,0,4,4,0,2,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
1108599,0,4,51,0,25,19,3,0,12,0,0,0,13,1,63,23,37,0,0,0,0,0,17,31,6,15,0,0,0,70,10,9,66,11,0,0,54,0,263,72,73,13,0,23,23,0,0,14,4,0,0,120,0,9,5,36,0,5,17,0,0,1,0,3,0,2,40,234,0,8,20,17,0,16,43,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__; s__
272175,2,3,1,2,19,4,1,1,6,3,3,0,0,1,3,4,0,6,6,2,2,3,6,1,2,5,11,2,2,2,1,0,8,0,3,0,2,0,1,0,0,0,1,1,1,6,4,0,0,0,0,0,0,0,0,1,2,4,0,3,0,1,7,4,1,3,2,0,3,3,3,3,1,2,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
345882,5,20,4,2,6,3,4,8,22,4,1,1,1,31,1,0,2,2,10,6,16,0,5,3,10,79,2,5,19,4,1,27,4,1,11,0,42,15,26,31,7,12,2,1,10,1,0,2,39,8,2,66,2,1,7,18,0,8,3,3,0,0,0,18,5,1,0,16,2,9,3,7,30,5,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
192316,7,36,10,0,0,1,0,1,6,0,1,0,18,3,0,0,1,11,3,0,0,0,4,33,0,11,6,4,0,11,69,18,3,2,0,0,2,3,6,4,0,30,35,1,5,0,0,40,25,6,24,2,4,6,0,2,0,1,3,0,5,0,1,4,7,0,5,1,34,3,1,1,3,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
343906,0,1,9,0,0,17,0,5,2,0,0,5,0,8,3,0,0,1,0,0,4,0,0,12,43,538,164,2,0,0,0,34,3,6,1,9,1,70,3,0,32,0,2,1,6,3,1,67,0,2,0,32,2,1,23,0,15,3,0,0,0,0,0,0,24,0,8,0,11,3,0,7,1,18,6,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
262825,0,4,11,4,9,0,0,6,2,65,2,4,1,5,5,0,0,4,9,13,0,4,0,1,0,5,2,12,8,9,5,0,12,0,16,3,3,2,1,9,2,2,1,0,12,1,3,2,0,0,4,14,4,5,45,36,5,0,0,24,20,2,22,17,0,53,1,1,26,6,0,0,0,1,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
825808,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,12,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
181574,3,2,16,0,4,1,4,0,4,0,0,1,22,17,14,0,0,0,0,0,0,0,3,0,3,56,0,0,3,17,29,3,1,14,1,0,1,2,37,12,3,3,24,0,0,0,4,3,12,2,34,7,3,4,2,10,2,0,1,0,1,0,0,1,0,0,6,26,1,1,3,6,2,0,2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
276052,1,32,16,0,7,8,0,3,48,3,2,0,0,0,1,0,2,2,1,0,2,2,11,0,0,14,1,2,0,0,2,6,3,1,6,0,8,8,72,0,2,1,1,13,1,0,35,1,2,5,1,1,1,1,0,2,5,0,0,0,2,0,12,7,2,0,0,1,1,0,0,1,1,0,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
275139,0,0,0,0,0,0,0,0,0,12,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,12,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
460611,21,1,69,14,0,1,19,17,3,68,6,84,105,13,65,0,0,9,431,17,2,0,40,4,6,1,866,108,3,48,190,0,23,12,4,4,4,91,143,0,71,96,10,0,0,83,0,0,89,1,79,7,68,1,2371,67,22,0,5,694,67,0,11,96,82,402,43,332,225,78,9,42,467,101,122,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
188889,1,0,2,0,0,0,0,0,1,0,0,0,3,2,0,5,0,2,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,4,3,0,3,1,0,3,1,0,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
816394,0,0,0,0,0,0,0,0,0,53,143,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,5,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Zoogloea; s__
181714,0,10,9,0,0,0,0,0,9,0,0,0,3,4,0,0,0,0,0,0,0,0,1,0,1,5,0,5,4,0,3,0,0,0,1,0,1,0,13,3,1,4,0,0,1,0,1,5,0,0,4,2,4,1,3,2,0,0,0,0,0,0,0,0,1,1,1,5,0,2,0,6,9,2,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
265018,82,0,22,0,0,2,1,3,3,5,0,14,8,0,13,0,0,0,0,2,17,0,0,0,1,41,0,29,0,0,1,2,6,0,16,1,1,10,26,0,5,13,7,19,0,54,0,0,0,0,0,15,37,0,5,50,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
353982,19,11,14,4,18,11,3,4,5,6,1,2,9,17,5,2,3,8,3,1,8,3,1,3,3,39,3,6,9,5,6,13,13,9,6,0,11,16,14,4,17,12,26,9,5,2,8,3,7,4,6,10,5,11,6,6,3,2,3,1,9,1,6,2,3,3,6,17,8,3,3,5,11,4,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
310748,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
167509,0,0,0,0,13,16,0,2,0,1,0,1,4,13,0,2,0,2,2,0,1,0,8,0,5,1,1,5,1,3,1,1,6,0,0,0,1,7,1,5,18,3,17,1,4,0,0,2,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,1,0,2,0,6,9,7,1,0,3,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
536754,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,18,2,6,6,2,0,0,5,2,0,0,7,0,0,0,0,0,98,0,1,0,1,0,0,2,1,14,1,0,3,0,1,4,10,1,5,2,0,1,0,5,0,23,5,0,0,0,0,7,0,0,0,2,0,0,1,1,1,0,4,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
345709,1,2,15,20,56,0,9,4,7,4,1,20,2,21,12,0,0,0,4,1,58,46,3,6,0,8,4,10,1,1,20,3,31,2,7,2,2,0,17,0,2,4,0,0,12,1,2,14,13,41,25,2,3,3,172,2,2,2,3,0,0,0,1,4,0,0,37,16,0,22,0,0,0,6,79,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
443620,0,3,2,0,25,2,0,1,2,0,0,0,0,10,9,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,1,15,8,6,0,0,3,0,20,37,33,13,12,0,4,0,38,11,11,4,13,1,2,6,0,7,0,0,1,0,2,0,2,1,0,1,0,97,0,1,0,3,14,0,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
168984,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,11,62,36,2,0,0,8,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
269156,3,4,3,3,2,3,0,0,0,0,0,3,0,0,0,0,1,0,10,0,0,11,2,2,0,0,15,0,0,0,3,0,6,0,0,0,0,5,0,0,0,0,3,7,0,4,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,4,0,0,0,0,5,1,2,1,0,0,3,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
459276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,82,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
346764,0,0,0,1,4,1,0,2,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,4,0,2,1,0,1,1,0,8,0,1,2,0,0,2,1,0,0,13,14,0,0,0,7,1,0,2,4,0,0,0,0,3,1,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
274597,1,1,3,0,0,9,0,4,3,1,1,2,3,0,0,0,0,0,12,1,6,0,3,0,1,2,5,7,2,0,0,7,9,0,10,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,2,0,0,0,0,0,3,0,0,6,0,10,2,6,1,1,1,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
347496,4,5,0,3,27,8,0,3,17,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,6,13,0,0,0,0,28,1,11,0,1,1,1,0,0,0,0,0,0,12,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
324522,2,1,6,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,3,4,2,2,2,0,0,0,0,0,6,0,1,8,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,0,2,30,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
208409,5,3,14,35,10,6,10,2,5,101,56,98,5,1,8,13,4,148,9,108,2,82,83,5,3,11,120,40,9,32,6,10,15,8,9,18,9,12,2,1,3,3,0,3,45,58,37,11,88,125,46,6,76,3,1,54,3,4,6,147,0,34,23,13,590,6,19,6,50,2,7,3,17,16,1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
333178,15,0,1,8,0,0,0,0,0,12,0,1,0,4,0,4,5,1,0,2,2,2,6,0,0,0,36,4,0,0,0,20,2,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,4,5,0,5,0,1,0,0,1,2,0,0,2,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__
338926,2,0,5,0,0,2,0,0,0,1,0,1,1,0,2,3,0,0,0,2,0,0,2,0,0,1,2,8,5,2,4,6,1,1,5,4,1,2,3,2,8,3,0,4,6,2,6,9,0,6,1,1,2,6,2,10,2,1,1,3,0,0,20,8,1,4,0,0,4,2,4,4,1,3,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
132338,0,0,14,0,0,0,0,0,0,0,15,88,0,15,1,2,0,8,0,1,0,8,0,0,2,22,0,0,0,7,0,11,36,0,0,0,3,0,3,0,0,40,0,0,4,0,0,0,0,0,0,0,118,2,0,22,0,0,1,0,0,0,0,0,0,0,0,140,0,0,0,1,1,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
160661,82,1,0,16,22,124,611,1,1,0,59,212,605,0,201,238,516,250,131,71,109,1045,331,231,0,0,15,0,0,359,531,80,0,3,223,9,160,1,1,3,0,249,485,2,59,0,154,317,155,2,231,6,148,200,0,20,3,293,590,177,121,510,0,281,267,0,187,391,121,48,44,77,0,1,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
322464,17,14,27,1,142,25,2,9,5,1,2,4,7,28,25,0,1,5,1,0,18,13,24,13,9,54,13,18,24,20,10,19,6,8,1,12,16,19,52,27,14,16,7,9,14,0,15,16,72,13,24,14,76,23,2,17,5,1,43,1,35,0,0,1,3,4,11,19,27,47,42,31,30,8,2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
322466,1,1,4,0,0,7,1,1,6,3,1,0,4,21,0,0,0,1,0,0,0,2,1,0,0,2,12,4,2,0,1,14,0,1,0,0,4,0,1,0,1,1,0,1,0,5,1,16,1,4,15,4,7,3,11,5,0,0,1,16,1,0,16,29,3,3,2,0,14,3,3,29,4,2,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
258957,1,12,0,0,4,0,1,3,0,1,0,0,0,17,1,2,1,3,0,0,0,0,0,0,1,0,0,7,2,4,0,6,1,2,0,0,1,3,1,6,6,1,2,3,2,3,1,1,2,33,5,7,0,0,7,1,8,0,0,0,6,0,2,2,0,1,0,0,2,0,0,3,0,1,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
